Route ID:,Route Location:,Is this route predominantly residential or commercial/industrial/mixed use?,Select the statement that best describes the amount and distribution of litter in the street.,ObjectID,Does litter obstruct the street?,Select the statement that best describes the amount and distribution of litter on the sidewalk.,How many large abandoned items are present?,What types of items are present? (select all that apply),Other dumped items:,Does illegal dumping obstruct the street?,How many instances of graffiti are present on private property or on the sidewalk or non-painted curb immediately adjacent to private property?,How many instances of graffiti are present on SF gov property?,How many instances of graffiti are present on other property?,Select the statement that best describes the amount and distribution of broken glass on the street and sidewalk:,How many instances of broken glass are present along the sidewalk and street?,How many instances of feces are present?,How many abandoned syringes are present?,How many used or opened condoms are present?,How many dead animals are present?,Does the route have one or more trash receptacles?,Are any trash receptacles overflowing?,Is sidewalk clearance less than 4 feet wide or 8 feet high at any point?,"If yes, identify the cause (select all that apply)",Other sidewalk obstructions:,Does the sidewalk have any defects that have not been marked for repair?,Does the sidewalk have any marked defects that have not been repaired?,How severe are the pavement defects?,Do you detect any strong unpleasant or offensive odors along the street or sidewalk?,"If yes, is the odor from a sewer or catch basin?",Does the route have one or more transit shelters?,Which of the following issues are present in or on any of the transit shelters along the route?,CreationDate,Analysis Neighborhoods,Evaluation Period,"Does any graffiti include offensive language  (e.g., racial slurs or profanity)?",Does any graffiti appear to be stenciled?,"Are there closed, unlabeled trash bags grouped together? (July 2023-June 2024 only)",Is the pile of item(s) more than 8ft in diameter? (July 2023-June 2024 only)
5135,44th Ave BETWEEN Rivera St AND Santiago St,2,2,158,0,2,3,37,,0,0,2,0,2,1,0,0,0,0,0,0,0,,,1,1,2,0,,0,,01/27/2022 09:14:28 PM,12 - Sunset/Parkside,January 2022 - December 2022,0,0,,
8969,05TH ST BETWEEN BRYANT ST AND WELSH ST,1,3,163,0,4,0,,,,0,3,3,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,08/30/2023 09:28:17 PM,23 - South of Market,July 2023 - June 2024,0,0,,
7936,Excelsior Ave BETWEEN Paris St AND Lisbon St,2,2,166,0,2,0,,,,2,2,0,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,01/28/2022 08:15:00 PM,5 - Excelsior,January 2022 - December 2022,0,0,,
14524,RHODE ISLAND ST BETWEEN 19TH ST AND 20TH ST,2,2,166,0,4,0,,,,0,8,0,1,,0,0,0,0,0,0,1,13,,1,0,3,0,,0,,08/30/2023 09:58:39 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
13746,ZOE ST BETWEEN FREELON ST AND BRANNAN ST,1,2,167,0,2,0,,,,21,29,11,4,1,4,0,0,0,0,0,0,,,1,0,2,0,,0,,08/30/2023 10:05:39 PM,23 - South of Market,July 2023 - June 2024,0,0,,
8519,Filbert St BETWEEN Webster St AND Fillmore St,2,4,169,1,2,4,47,,0,0,13,2,2,1,1,0,0,0,1,0,0,,,1,0,2,0,,0,,01/28/2022 09:01:58 PM,16 - Marina,January 2022 - December 2022,0,0,,
9173,Steiner St BETWEEN Filbert St AND Greenwich St,2,2,170,0,2,2,5,,1,1,5,20,4,1,3,0,0,0,1,0,0,,,1,0,1,1,0,0,,01/28/2022 09:17:53 PM,16 - Marina,January 2022 - December 2022,0,0,,
17012,GEARY BLVD BETWEEN WEBSTER ST AND STEINER ST,1,4,171,0,3,0,,,,68,17,4,4,5,2,0,0,0,0,0,0,,,0,1,2,0,,1,659,08/31/2023 05:14:15 PM,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,0,,
1125,Greenwich St BETWEEN Steiner St AND Pierce St,2,2,172,0,2,0,,,,5,15,0,2,1,1,0,0,0,0,0,0,,,0,0,,0,,0,,01/28/2022 09:29:44 PM,16 - Marina,January 2022 - December 2022,0,0,,
9792,STEINER ST BETWEEN GEARY BLVD AND POST ST,1,2,173,0,4,0,,,,3,7,0,4,2,0,0,0,0,0,0,0,,,0,0,,0,,0,,08/31/2023 05:37:17 PM,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,0,,
2051,DIVISADERO ST BETWEEN BUSH ST AND PINE ST,1,3,175,0,2,0,,,,80,24,0,4,2,0,0,0,0,1,0,0,,,1,0,1,0,,1,1,08/31/2023 06:21:46 PM,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,0,,
8858,Lombard St BETWEEN Steiner St AND Pierce St,1,3,177,0,4,1,6,,0,29,13,6,3,1,1,0,0,0,1,0,0,,,1,0,2,0,,1,9124,01/28/2022 10:19:44 PM,16 - Marina,January 2022 - December 2022,0,0,,
2329,CLAY ST BETWEEN BAKER ST AND LYON ST,2,2,179,0,2,0,,,,0,5,0,2,1,1,0,0,0,1,0,0,,,0,0,,0,,0,,08/31/2023 07:11:24 PM,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,0,,
12977,Lombard St BETWEEN Scott St AND Divisadero St,1,4,180,0,4,2,7,Stack unused construction barrier signs,0,24,5,6,3,1,1,1,0,0,1,0,0,,,1,1,2,0,,1,691242,01/28/2022 11:01:05 PM,16 - Marina,January 2022 - December 2022,0,0,,
14039,SCOTT ST BETWEEN CLAY ST AND WASHINGTON ST,2,2,182,0,2,0,,,,0,4,0,4,1,0,0,0,0,0,0,0,,,1,0,3,0,,0,,08/31/2023 07:53:56 PM,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,0,,
9420,Silver Ave BETWEEN Mission St AND Lisbon St,2,2,183,0,2,1,3,large fake grass mat,0,6,59,0,1,,3,0,0,0,1,0,0,,,1,0,2,0,,1,5,01/28/2022 11:35:40 PM,5 - Excelsior,January 2022 - December 2022,0,0,,
11105,STEINER ST BETWEEN BROADWAY AND VALLEJO ST,2,2,183,0,2,0,,,,1,4,0,2,1,0,0,0,0,0,0,0,,,0,0,,0,,0,,08/31/2023 08:14:59 PM,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,0,,
6528,Divisadero St BETWEEN Greenwich St AND Lombard St,2,4,184,0,4,0,,,,1,9,4,2,1,2,0,0,0,0,0,0,,,1,0,1,0,,0,,01/28/2022 11:39:29 PM,16 - Marina,January 2022 - December 2022,0,0,,
10982,Filbert St BETWEEN Scott St AND Divisadero St,2,2,185,0,2,0,,,,0,0,4,2,1,1,0,0,0,0,0,0,,,1,0,1,0,,0,,01/28/2022 11:58:50 PM,16 - Marina,January 2022 - December 2022,0,0,,
1826,FILLMORE ST BETWEEN CLAY ST AND WASHINGTON ST,1,3,185,0,2,0,,,,3,6,0,2,1,0,0,0,0,1,0,0,,,0,0,,0,,0,,08/31/2023 08:38:47 PM,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,0,,
4103,Divisadero St BETWEEN Union St AND Filbert St,2,2,186,0,2,0,,,,0,7,3,2,1,0,0,0,0,0,0,0,,,1,0,1,0,,0,,01/29/2022 12:07:17 AM,16 - Marina,January 2022 - December 2022,0,0,,
15625,WASHINGTON ST BETWEEN WEBSTER ST AND FILLMORE ST,2,2,186,0,2,0,,,,0,6,1,2,1,0,0,0,0,1,0,0,,,1,0,1,0,,1,52,08/31/2023 09:17:56 PM,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,0,,
8278,Brazil Ave BETWEEN Lisbon St AND Madrid St,2,2,187,0,2,1,7,,0,1,8,0,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,01/29/2022 12:16:23 AM,5 - Excelsior,January 2022 - December 2022,0,0,,
991,Broderick St BETWEEN Green St AND Union St,2,2,188,0,2,0,,,,0,5,4,2,1,1,0,0,0,0,0,0,,,1,1,2,0,,0,,01/29/2022 12:20:27 AM,16 - Marina,January 2022 - December 2022,0,0,,
6517,BERRY ST BETWEEN 03RD ST AND 04TH ST,1,2,188,0,2,0,,,,0,2,0,1,,8,0,0,0,1,0,0,,,1,0,1,1,1,0,,09/05/2023 07:52:37 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
8169,BLUXOME ST BETWEEN 05TH ST AND 06TH ST,1,2,189,0,2,0,,,,12,2,0,2,1,11,0,0,0,0,0,1,23,,1,0,2,0,,0,,09/05/2023 08:20:29 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
12873,Madrid St BETWEEN Brazil Ave AND Persia Ave,2,2,190,0,2,0,,,,0,4,0,1,,1,0,0,0,0,0,0,,,1,0,1,0,,0,,01/29/2022 12:46:12 AM,5 - Excelsior,January 2022 - December 2022,0,0,,
385,Persia Ave BETWEEN London St AND Paris St,2,2,191,0,2,0,,,,3,11,0,1,,1,0,0,0,0,0,0,,,1,0,2,0,,0,,01/29/2022 01:02:43 AM,5 - Excelsior,January 2022 - December 2022,0,0,,
1244,DIVISION ST BETWEEN 08TH ST AND HENRY ADAMS ST,1,2,191,0,2,0,,,,5,1,0,1,,0,0,0,0,0,0,0,,,1,0,2,0,,1,56,09/05/2023 08:51:32 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
10868,Leo St BETWEEN Mission St AND Alemany Blvd,1,2,192,0,2,0,,,,0,20,0,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,01/29/2022 01:18:44 AM,4 - Outer Mission,January 2022 - December 2022,0,0,,
16270,DIVISION ST BETWEEN BRYANT ST AND FLORIDA ST,1,3,192,0,5,0,,,,50,10,0,5,10,5,0,0,0,0,0,1,5379,,1,0,3,0,,0,,09/05/2023 09:22:38 PM,20 - Mission,July 2023 - June 2024,0,0,,
12035,Peabody St BETWEEN Visitacion Ave AND Sunnydale Ave,2,3,194,0,3,0,,,,0,5,0,1,,1,0,0,0,0,0,1,13,,1,0,2,0,,0,,01/31/2022 04:48:36 PM,"10 - Portola, Visitacion Valley",January 2022 - December 2022,0,0,,
14753,13TH ST BETWEEN HWY 101 S ON RAMP AND MISSION ST,1,3,194,1,5,0,,,,30,0,35,2,1,0,0,0,0,0,0,1,3578911,,0,0,,0,,0,,09/05/2023 09:53:55 PM,20 - Mission,July 2023 - June 2024,0,0,,
6673,EDDY ST BETWEEN LAGUNA ST AND BUCHANAN ST,2,2,196,0,2,0,,,,5,3,7,1,,2,0,0,0,1,0,0,,,1,0,2,0,,0,,09/06/2023 04:58:10 PM,22 - Western Addition,July 2023 - June 2024,0,0,,
8648,ELLIS ST BETWEEN PIERCE ST AND SCOTT ST,2,2,200,0,2,0,,,,0,1,1,1,,5,0,0,0,1,0,0,,,1,1,2,0,,0,,09/06/2023 06:07:44 PM,22 - Western Addition,July 2023 - June 2024,0,0,,
14046,SCOTT ST BETWEEN EDDY ST AND ELLIS ST,2,2,201,0,3,0,,,,0,8,5,4,1,6,0,0,0,1,0,1,12,,1,1,3,0,,0,,09/06/2023 06:23:22 PM,22 - Western Addition,July 2023 - June 2024,0,0,,
4198,ELM ST BETWEEN PIERCE ST AND END: 1100-1125 BLOCK,2,2,202,0,3,0,,,,0,0,3,2,1,0,0,0,0,0,0,1,3,,0,0,,0,,0,,09/06/2023 06:32:28 PM,22 - Western Addition,July 2023 - June 2024,0,0,,
15100,PENNSYLVANIA AVE BETWEEN I-280 S OFF RAMP AND 25TH ST,1,2,205,0,4,0,,,,0,4,3,1,,0,0,0,0,1,0,1,2313,,1,0,2,0,,0,,09/06/2023 07:23:56 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
1196,MISSOURI ST BETWEEN WATCHMAN WAY AND 23RD ST,2,2,206,0,4,0,,,,0,3,0,2,1,0,0,0,0,0,0,1,312710,,1,0,3,0,,0,,09/06/2023 07:38:31 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
10008,CAROLINA ST BETWEEN CAIRE TER AND WISCONSIN ST,2,2,207,0,2,0,,,,0,5,0,1,,0,0,0,0,0,0,1,3,,0,0,,0,,0,,09/06/2023 07:51:45 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
3542,GEARY BLVD BETWEEN 04TH AVE AND 05TH AVE,1,2,211,0,2,0,,,,6,16,1,1,,4,0,0,0,0,0,0,,,1,1,2,0,,0,,09/06/2023 08:40:22 PM,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,,
14684,11TH AVE BETWEEN CABRILLO ST AND FULTON ST,2,2,212,0,3,0,,,,0,4,1,1,,2,0,0,0,0,0,0,,,0,0,,0,,0,,09/06/2023 09:19:49 PM,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,,
4403,16TH ST BETWEEN 03RD ST AND 06TH ST,1,2,213,0,2,0,,,,9,7,0,1,,7,0,0,0,1,0,1,13,,1,0,2,0,,1,685,09/06/2023 09:53:40 PM,"19 - Mission Bay, Potrero Hill",July 2023 - June 2024,0,0,,
16212,TURK BLVD BETWEEN MASONIC AVE AND ANNAPOLIS TER,2,2,216,0,2,0,,,,0,1,2,1,,0,0,0,0,1,0,0,,,1,0,2,0,,1,125,09/07/2023 05:12:12 PM,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,,
2343,Fillmore St BETWEEN Turk St AND Eddy St,1,3,217,0,2,7,5,,0,3,11,1,2,1,1,0,0,0,1,0,0,,,0,0,,0,,0,,01/31/2022 08:42:31 PM,22 - Western Addition,January 2022 - December 2022,0,0,,
8732,MASONIC AVE BETWEEN ANZA ST AND EWING TER,2,2,218,0,2,0,,,,0,1,1,2,1,0,0,0,0,1,0,0,,,1,1,2,0,,0,,09/07/2023 05:37:54 PM,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,,
3998,Argonaut Ave BETWEEN Burr Ave AND Velasco Ave,2,2,221,0,2,0,,,,0,2,0,1,,0,0,0,0,0,0,1,313,,1,0,1,0,,0,,01/31/2022 09:16:40 PM,"10 - Portola, Visitacion Valley",January 2022 - December 2022,0,0,,
11952,ROSSI AVE BETWEEN ANZA ST AND LONE MOUNTAIN TER,2,2,221,0,2,0,,,,0,6,2,1,,0,0,0,0,1,0,1,3,,1,0,3,0,,0,,09/07/2023 06:29:35 PM,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,,
1796,35TH AVE BETWEEN ANZA ST AND BALBOA ST,2,2,222,0,2,0,,,,0,7,1,1,,0,0,0,0,0,0,0,,,1,0,3,0,,0,,09/07/2023 08:10:34 PM,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,,
2617,24TH AVE BETWEEN CABRILLO ST AND FULTON ST,2,2,223,0,2,0,,,,0,1,3,1,,1,0,0,0,0,0,0,,,1,0,1,0,,0,,09/07/2023 08:41:17 PM,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,,
12162,Post St BETWEEN Buchanan St AND Webster St,1,2,224,0,2,0,,,,15,6,2,4,1,0,0,0,0,1,0,0,,,1,0,2,0,,0,,01/31/2022 09:44:06 PM,"14 - Japantown, Pacific Heights",January 2022 - December 2022,0,0,,
12150,18TH AVE BETWEEN CABRILLO ST AND FULTON ST,2,4,224,0,3,0,,,,0,3,1,4,2,0,0,0,0,1,0,0,,,1,1,3,0,,0,,09/07/2023 09:07:23 PM,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,,
6210,CABRILLO ST BETWEEN 14TH AVE AND 15TH AVE,2,2,225,0,2,0,,,,0,2,1,1,,4,0,0,0,0,0,0,,,0,1,2,0,,0,,09/07/2023 09:21:47 PM,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,,
626,15TH AVE BETWEEN GEARY BLVD AND ANZA ST,2,2,226,0,3,0,,,,0,3,0,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,09/07/2023 09:38:54 PM,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,,
2318,CLEMENT ST BETWEEN 15TH AVE AND 16TH AVE,1,2,228,0,2,0,,,,0,6,10,1,,1,0,0,0,1,0,0,,,0,0,,0,,0,,09/07/2023 10:04:17 PM,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,,
7843,Arguello Blvd BETWEEN Lincoln Way AND Hugo St,2,2,232,0,2,0,,,,0,1,0,2,1,1,0,0,0,0,0,0,,,1,0,2,0,,0,,02/01/2022 06:40:04 PM,8 - Inner Sunset,January 2022 - December 2022,0,0,,
10263,PAGE ST BETWEEN OCTAVIA ST AND LAGUNA ST,2,3,232,0,2,0,,,,5,4,2,1,,0,0,0,0,1,0,1,13,,1,0,3,0,,0,,09/12/2023 07:32:38 PM,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,0,,
5725,05th Ave BETWEEN Lincoln Way AND Hugo St,2,2,233,0,2,0,,,,0,3,3,2,1,0,0,0,0,0,0,0,,,0,0,,0,,0,,02/01/2022 06:55:45 PM,8 - Inner Sunset,January 2022 - December 2022,0,0,,
10477,PAGE ST BETWEEN LAGUNA ST AND BUCHANAN ST,2,2,233,0,2,0,,,,5,40,0,1,,15,0,0,0,0,0,1,13,,1,0,2,0,,0,,09/12/2023 07:42:00 PM,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,0,,
6575,Irving St BETWEEN 04th Ave AND 05th Ave,2,3,234,0,3,1,11,,0,13,14,13,3,1,1,0,0,0,1,0,0,,,1,0,2,0,,0,,02/01/2022 07:05:47 PM,8 - Inner Sunset,January 2022 - December 2022,0,0,,
9880,LAGUNA ST BETWEEN FELL ST AND LINDEN ST,1,2,234,0,3,0,,,,10,0,0,1,,2,0,0,0,0,0,1,13,,1,0,1,0,,0,,09/12/2023 07:50:57 PM,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,0,,
828,OCTAVIA ST BETWEEN HAYES ST AND GROVE ST,1,2,235,0,3,0,,,,2,8,0,1,,4,0,0,0,0,0,0,,,1,0,2,0,,0,,09/12/2023 08:25:03 PM,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,0,,
1700,DUBOCE AVE BETWEEN VALENCIA ST AND ELGIN PARK,1,2,236,0,2,0,,,,15,31,0,1,,0,0,0,0,0,0,0,,,1,0,1,0,,0,,09/12/2023 08:56:41 PM,20 - Mission,July 2023 - June 2024,0,0,,
479,15TH ST BETWEEN GUERRERO ST AND RAMONA ST,2,2,238,0,2,0,,,,1,20,0,1,,3,0,0,0,0,0,0,,,0,0,,0,,0,,09/12/2023 09:46:57 PM,20 - Mission,July 2023 - June 2024,0,0,,
3942,ARMSTRONG AVE BETWEEN KALMANOVITZ ST AND NEWHALL ST,2,2,246,0,2,0,,,,0,1,0,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,09/13/2023 07:19:50 PM,6 - Bayview Hunters Point,July 2023 - June 2024,0,0,,
11977,PHELPS ST BETWEEN EGBERT AVE AND BAY SHORE BLVD,2,2,248,0,2,0,,,,0,13,10,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,09/13/2023 07:41:54 PM,6 - Bayview Hunters Point,July 2023 - June 2024,0,0,,
6803,HESTER AVE BETWEEN WHEELER AVE AND BAY SHORE BLVD,1,2,253,0,2,0,,,,0,1,1,5,1,0,0,0,0,0,0,1,3,,0,0,,0,,0,,09/13/2023 11:05:33 PM,6 - Bayview Hunters Point,July 2023 - June 2024,0,0,,
16394,TURQUOISE WAY BETWEEN AMETHYST WAY AND QUARTZ WAY,2,1,257,,1,0,,,,0,4,0,2,1,0,0,0,0,0,0,0,,,1,0,2,0,,0,,09/14/2023 06:15:38 PM,"2 - Noe Valley, Glen Park, Twin Peaks",July 2023 - June 2024,0,0,,
11653,QUINTARA ST BETWEEN 28TH AVE AND 29TH AVE,2,2,258,0,3,0,,,,0,5,6,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,09/14/2023 06:57:36 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,
14481,RIVERA ST BETWEEN 25TH AVE AND 26TH AVE,2,2,259,0,2,0,,,,0,1,0,1,,2,0,0,0,0,0,0,,,1,0,2,0,,0,,09/14/2023 07:14:11 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,
1986,30TH AVE BETWEEN ESCOLTA WAY AND WAWONA ST,2,2,261,0,2,0,,,,0,1,2,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,09/14/2023 08:32:51 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,,
12064,19TH ST BETWEEN CLOVER LN AND YUKON ST,2,2,262,0,2,0,,,,0,0,1,1,,0,0,0,0,1,0,0,,,0,1,2,0,,0,,09/14/2023 09:24:13 PM,"2 - Noe Valley, Glen Park, Twin Peaks",July 2023 - June 2024,0,0,,
7048,Green St BETWEEN Bannan Pl AND Jasper Pl,1,2,263,0,2,0,,,,101,40,7,2,1,0,0,0,0,0,0,0,,,0,0,,0,,0,,02/02/2022 07:47:25 PM,"15 - Russian Hill, Nob Hill, North Beach",January 2022 - December 2022,0,0,,
7724,Folsom St BETWEEN Crescent Ave AND Alemany Blvd,2,2,264,0,2,2,313,,0,1,15,1,1,,0,0,0,0,0,0,1,0,utility and street signs,1,0,2,0,,0,,02/02/2022 08:09:17 PM,3 - Bernal Heights,January 2022 - December 2022,0,0,,
3780,ASHBURY ST BETWEEN DOWNEY ST AND CLAYTON ST,2,2,264,0,3,0,,,,0,2,0,1,,6,0,0,0,0,0,0,,,0,1,3,0,,0,,09/14/2023 10:22:52 PM,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,0,,
3053,BELVEDERE ST BETWEEN RIVOLI ST AND 17TH ST,2,2,265,0,2,0,,,,0,1,0,2,1,0,0,0,0,0,0,0,,,1,0,1,0,,0,,09/14/2023 10:33:53 PM,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,0,,
12331,Moultrie St BETWEEN Ogden Ave AND Crescent Ave,2,2,266,0,2,0,,,,1,4,0,1,,0,0,0,0,0,0,1,13,,1,1,2,0,,0,,02/02/2022 08:36:03 PM,3 - Bernal Heights,January 2022 - December 2022,0,0,,
4218,Andover St BETWEEN Richland Ave AND Crescent Ave,2,2,267,0,2,0,,,,0,2,0,1,,0,0,0,0,0,0,0,,,1,1,2,0,,0,,02/02/2022 08:47:42 PM,3 - Bernal Heights,January 2022 - December 2022,0,0,,
2160,27th St BETWEEN Castro St AND Diamond St,2,3,268,0,3,0,,,,0,1,0,1,,0,0,0,0,0,0,1,13,,1,0,3,0,,0,,02/02/2022 08:52:04 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2022 - December 2022,0,0,,
1767,COLBY ST BETWEEN OLMSTEAD ST AND MANSELL ST,2,2,268,0,2,0,,,,0,1,3,1,,0,0,0,0,0,0,1,12,,0,0,,0,,0,,09/15/2023 04:43:19 PM,"10 - Portola, Visitacion Valley",July 2023 - June 2024,0,0,,
8014,Montgomery St BETWEEN Green St AND Union St,2,4,269,0,2,1,3,,0,2,22,20,2,1,1,0,0,0,1,0,0,,,1,1,2,0,,0,,02/02/2022 08:53:21 PM,"15 - Russian Hill, Nob Hill, North Beach",January 2022 - December 2022,0,0,,
4297,Alta St BETWEEN Montgomery St AND End,2,2,270,0,1,0,,,,23,1,0,2,1,0,0,0,0,0,0,0,,,0,0,,0,,0,,04/09/2022 01:51:02 AM,"15 - Russian Hill, Nob Hill, North Beach",January 2022 - December 2022,0,0,,
9574,SOMERSET ST BETWEEN MANSELL ST AND ORDWAY ST,2,2,270,0,3,0,,,,1,7,7,1,,8,0,0,0,0,0,0,,,0,0,,0,,0,,09/15/2023 05:22:58 PM,"10 - Portola, Visitacion Valley",July 2023 - June 2024,0,0,,
5943,BRUSSELS ST BETWEEN ORDWAY ST AND WARD ST,2,2,271,0,3,0,,,,0,5,1,1,,0,0,0,0,0,0,1,12,,1,1,2,0,,0,,09/15/2023 05:37:09 PM,"10 - Portola, Visitacion Valley",July 2023 - June 2024,0,0,,
3693,Bache St BETWEEN Crescent Ave AND Benton Ave,2,2,272,0,2,0,,,,0,14,0,1,,0,0,0,0,0,0,0,,,1,1,3,0,,0,,02/02/2022 09:09:48 PM,3 - Bernal Heights,January 2022 - December 2022,0,0,,
9745,Montague Pl BETWEEN End AND Montgomery St,2,2,273,0,2,1,5,,0,0,2,0,2,1,0,0,0,0,0,0,1,0,Small tight alley,0,0,,0,,0,,02/02/2022 09:15:00 PM,"15 - Russian Hill, Nob Hill, North Beach",January 2022 - December 2022,0,0,,
9721,SAN BRUNO AVE BETWEEN PAUL AVE AND OLMSTEAD ST,1,2,273,0,3,0,,,,4,5,6,1,,1,0,0,0,0,0,0,,,1,0,2,0,,0,,09/15/2023 06:08:57 PM,"10 - Portola, Visitacion Valley",July 2023 - June 2024,0,0,,
1929,Crescent Ave BETWEEN Murray St AND Andover St,2,2,276,0,2,0,,,,6,23,1,1,,0,0,0,0,0,0,0,,,1,0,2,0,,1,5,02/02/2022 09:48:10 PM,3 - Bernal Heights,January 2022 - December 2022,0,0,,
9211,Jasper Pl BETWEEN Green St AND Union St,1,2,277,0,4,2,310,,0,21,41,2,2,1,0,0,0,0,0,0,1,0,Design exception likely,1,1,3,0,,0,,02/02/2022 10:00:12 PM,"15 - Russian Hill, Nob Hill, North Beach",January 2022 - December 2022,0,0,,
11120,Gold Mine Dr BETWEEN End AND Diamond Heights Blvd,2,3,278,0,3,5,7115,,0,0,1,0,1,,1,0,0,0,0,0,1,13,,1,1,3,0,,0,,02/02/2022 10:03:02 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2022 - December 2022,0,0,,
12134,Murray St BETWEEN Crescent Ave AND Richland Ave,2,2,279,0,2,0,,,,0,11,0,1,,0,0,0,0,0,0,0,,,1,0,1,0,,0,,02/02/2022 10:11:06 PM,3 - Bernal Heights,January 2022 - December 2022,0,0,,
802,PIOCHE ST BETWEEN GAMBIER ST AND MID BLOCK,2,2,280,0,3,0,,,,0,0,5,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,09/15/2023 08:55:45 PM,5 - Excelsior,July 2023 - June 2024,0,0,,
9580,Justin Dr BETWEEN Agnon Ave AND Murray St,2,1,282,,1,0,,,,0,1,0,1,,0,0,0,0,0,0,0,,,1,0,1,0,,0,,02/02/2022 10:23:31 PM,3 - Bernal Heights,January 2022 - December 2022,0,0,,
3714,AVALON AVE BETWEEN EDINBURG ST AND NAPLES ST,2,2,282,0,3,0,,,,1,1,0,2,1,0,0,0,0,0,0,0,,,0,1,3,0,,0,,09/15/2023 09:31:17 PM,5 - Excelsior,July 2023 - June 2024,0,0,,
10102,Noe St BETWEEN 29th St AND Day St,2,2,283,0,2,0,,,,0,1,2,1,,0,0,0,0,0,0,0,,,1,0,3,0,,1,1,02/02/2022 10:27:37 PM,"2 - Noe Valley, Glen Park, Twin Peaks",January 2022 - December 2022,0,0,,
3710,AVALON AVE BETWEEN MOSCOW ST AND LA GRANDE AVE,2,3,283,0,3,0,,,,0,8,3,3,1,3,0,0,0,0,0,0,,,1,0,2,0,,0,,09/15/2023 09:55:32 PM,5 - Excelsior,July 2023 - June 2024,0,0,,
2554,CARDENAS AVE BETWEEN SERRANO DR AND CRESPI DR,1,2,294,0,2,0,,,,0,30,0,2,1,0,0,0,0,0,0,0,,,0,0,,0,,0,,09/18/2023 06:16:41 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",July 2023 - June 2024,0,0,,
15730,VIDAL DR BETWEEN HIGUERA AVE AND HIGUERA AVE,2,2,295,0,2,0,,,,0,2,0,2,1,0,0,0,0,0,0,0,,,0,0,,0,,0,,09/18/2023 06:34:45 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",July 2023 - June 2024,0,0,,
6094,GARCES DR BETWEEN BUCARELI DR AND RIVAS AVE,2,2,297,0,2,0,,,,0,4,0,2,1,0,0,0,0,0,0,0,,,0,0,,0,,0,,09/18/2023 06:45:50 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",July 2023 - June 2024,0,0,,
